#DroneDeploy	4.68.0
#Flight Recorder
Session ID	61a804011591990426bf2100
Session Start	12/01/2021 23:23:45
#Device
Device Model	SM-G981U1
Device Manufacturer	samsung
Device Operating System	Android	11
#Aircraft
Aircraft Model	Mavic 2 Pro
Aircraft Name	JMM Mavic 2 Pro
Aircraft Firmware	01.00.0770
#Aircraft Battery
Full Charge Volume (mAh)	3672
Remaining Life (%)	100
Discharges	26
#Components
Battery Cells Number	3
Battery Serial Number	0P2DHA46440515
Battery Firmware	02.74.07.37
Flight Controller Serial Number	1633J6G001M031
Flight Controller Firmware	03.04.00.64
Gimbal Firmware	00.01.10.91
Remote Control Serial Number	1DUCH9UR02642V
Remote Control Firmware	01.00.0770
Camera Serial Number	0K8TFBH0021589
Camera Firmware	00.14.00.06
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Speed (mph)
12/01/2021 23:24:27	42.319		66	2397	-1371	15950	38.8	17	3993	3987	3988	3981	32.961546211527	-97.27663673278364	199.80316	-56.1	-22.1	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	34	15	N/A	5347.495	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	39.27106110992432	0.89477676	-1.3421651	0.0	1.6130817
12/01/2021 23:24:27	42.419		66	2397	-1371	15950	38.8	17	3993	3987	3988	3981	32.961546728853996	-97.2766376495209	199.80316	-56.1	-22.4	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	34	15	N/A	5347.495	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	39.2270324295044	1.3421651	-2.2369418	0.0	2.6087
12/01/2021 23:24:27	42.519		66	2397	-1371	15950	38.8	17	3993	3987	3988	3981	32.96154744688871	-97.27663892406069	199.80316	-56.1	-22.2	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	39.17026008682251	2.0132475	-2.9080243	0.0	3.5369153
12/01/2021 23:24:27	42.619		66	2397	-1371	15950	38.8	17	3993	3987	3988	3981	32.96154836312959	-97.27664055184916	199.80316	-56.2	-20.6	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	50	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	39.105631290435795	2.4606361	-3.579107	0.0	4.3433557
12/01/2021 23:24:27	42.719		66	2397	-1366	15949	38.8	18	3993	3987	3988	3981	32.96154946544575	-97.27664251134713	199.80316	-56.2	-12.7	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	39.03975722579956	2.9080243	-4.2501893	0.0	5.1498265
12/01/2021 23:24:27	42.819		66	2397	-1366	15949	38.8	18	3993	3987	3988	3981	32.96155069054419	-97.27664468971297	199.80316	-56.2	-4.8	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.98202120819092	3.1317184	-4.4738836	0.0	5.461071
12/01/2021 23:24:28	42.919		66	2397	-1366	15949	38.8	18	3993	3987	3988	3981	32.9615519665649	-97.27664695884533	199.80316	-56.2	3.8	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.93937233505249	3.1317184	-4.6975775	0.0	5.6457853
12/01/2021 23:24:28	43.019		66	2397	-1366	15949	38.8	18	3993	3987	3988	3981	32.96155322341265	-97.27664919381873	199.80316	-56.2	14.6	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	151	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.91491751937866	2.9080243	-4.4738836	0.0	5.3359385
12/01/2021 23:24:28	43.119		66	2397	-1366	15949	38.8	18	3993	3987	3988	3981	32.96155437115106	-97.27665123451102	199.80316	-56.2	21.8	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.907868299865726	2.4606361	-3.8028011	0.0	4.529462
12/01/2021 23:24:28	43.219		66	2397	-1366	15949	38.8	18	3993	3987	3987	3980	32.96155533363662	-97.27665294514783	199.80316	-56.2	24.9	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.913284278106694	2.0132475	-3.1317184	0.0	3.723013
12/01/2021 23:24:28	43.319		66	2397	-1366	15949	38.8	18	3993	3987	3987	3980	32.96155606964491	-97.27665425237748	199.80316	-56.2	25.4	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	54	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.924472919464115	1.3421651	-2.2369418	0.0	2.6087
12/01/2021 23:24:28	43.419		66	2397	-1366	15949	38.8	18	3993	3987	3987	3980	32.961556569323875	-97.27665513872832	199.80316	-56.2	25.1	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1294	1294	35	15	N/A	5348.1885	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	146	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.93564904556275	0.89477676	-1.3421651	0.0	1.6130817
12/01/2021 23:24:28	43.519		66	2397	-1366	15949	38.8	18	3993	3987	3987	3980	32.9615568357405	-97.27665560986274	199.80316	-56.2	24.2	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.942961085510255	0.22369419	-0.44738838	0.0	0.5001954
12/01/2021 23:24:28	43.619		66	2397	-1366	15949	38.8	18	3993	3987	3987	3980	32.96155687300696	-97.27665567494468	199.80316	-58.0	13.0	-0.9	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	53	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.9441750656128	0.0	0.0	0.0	0.0
12/01/2021 23:24:28	43.719		66	2397	-1368	15949	38.8	17	3993	3987	3987	3980	32.961556763503545	-97.27665549075176	200.13124	-60.6	0.8	-0.3	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	147	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.93952251815796	-0.22369419	0.44738838	0.0	0.5001954
12/01/2021 23:24:28	43.819		66	2397	-1368	15949	38.8	17	3993	3987	3987	3980	32.96155661885828	-97.27665525401545	200.13124	-63.9	-4.1	0.5	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.93250771560669	-0.22369419	0.44738838	0.0	0.5001954
12/01/2021 23:24:29	43.919		66	2397	-1368	15949	38.8	17	3993	3987	3987	3980	32.96155649951994	-97.27665506464581	200.13124	-67.4	-3.8	0.8	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.92592156066895	-0.22369419	0.22369419	0.0	0.31635135
12/01/2021 23:24:29	44.019		66	2397	-1368	15949	38.8	17	3993	3987	3987	3980	32.961556415426244	-97.27665493682015	199.80316	-71.2	-2.0	0.6	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.920455521392824	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.119		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.961556355011744	-97.2766548481825	199.80316	-75.1	-0.8	0.4	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	55	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.91605015029907	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.219		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.96155630657391	-97.27665477690789	199.80316	-79.0	-0.3	0.2	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	147	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.912574037170415	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.319		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.96155626408159	-97.27665471241816	199.80316	-83.1	-0.2	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.90986135482788	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.419		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.96155622532447	-97.27665465223728	199.80316	-87.2	-0.2	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5347.6675	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.90761799468994	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.519		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.96155618965147	-97.27665459668687	199.80316	-91.3	-0.2	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	54	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.905593651580816	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.619		66	2397	-1368	15949	38.8	17	3993	3987	3987	3981	32.961556156891255	-97.27665454644594	199.80316	-95.5	-0.2	0.2	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	146	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.90361624069214	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.719		66	2396	-1371	15948	38.8	15	3993	3987	3987	3981	32.96155612706095	-97.27665450193312	199.80316	-99.7	-0.2	0.2	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.90162631454468	0.0	0.0	0.0	0.0
12/01/2021 23:24:29	44.819		66	2396	-1371	15948	38.8	15	3993	3987	3987	3981	32.96155610002349	-97.27665446295953	199.80316	-103.9	-0.2	0.2	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	102	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.89960510025025	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	44.919		66	2396	-1371	15948	38.8	15	3993	3987	3987	3981	32.96155607552187	-97.27665442897887	199.80316	-108.0	-0.1	0.2	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.89756511306763	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	45.019		66	2396	-1371	15948	38.8	15	3993	3987	3987	3981	32.96155605324766	-97.27665439936833	199.80316	-112.2	-0.1	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	52	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.89550322418213	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	45.119		66	2396	-1371	15948	38.8	15	3993	3987	3987	3981	32.96155603302954	-97.27665437358164	199.80316	-116.4	-0.1	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	149	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.89345697937012	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	45.219		66	2396	-1371	15948	38.8	15	3992	3987	3987	3980	32.96155603302954	-97.27665437358164	199.80316	-116.4	-0.1	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.89345697937012	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	45.319		66	2396	-1371	15948	38.8	15	3992	3987	3987	3980	32.96155601466189	-97.2766543511746	199.80316	-120.6	0.0	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	54	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.891435765075684	0.0	0.0	0.0	0.0
12/01/2021 23:24:30	45.419		66	2396	-1371	15948	38.8	15	3992	3987	3987	3980	32.961555998110434	-97.27665433175927	199.80316	-124.8	0.0	0.1	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1293	1293	36	15	N/A	5346.5674	0	IDLE	101	-89.1	0.0	0.0	YawFollowMode	2	0	0	0	150	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Manual	0	Successful	2	0	0	0	38.889489642333984	0.0	0.0	0.0	0.0
